site,date,iupac_name,pubchem_cid,value,loq,lod,censored
ALN 138x,2016-11-01,"tris(1,3-dichloropropan-2-yl) phosphate",26177,7.154872081135223e-11,NA,NA,none
ALN 125x,2016-11-01,"tris(1,3-dichloropropan-2-yl) phosphate",26177,9.832078050399593e-11,NA,NA,none
ALN 136x,2016-11-01,"tris(1,3-dichloropropan-2-yl) phosphate",26177,4.927274208191674e-10,NA,NA,none
HOV 122z,2016-11-01,"2,3,4-trichlorophenol",27582,5.065856129685917e-13,1.6886187098953058e-12,5.065856129685917e-13,left
ALN 138x,2016-11-01,"2,3,4-trichlorophenol",27582,5.065856129685917e-13,1.6886187098953058e-12,5.065856129685917e-13,left
ALN 125x,2016-11-01,"2,3,4-trichlorophenol",27582,1.0499685313542895e-11,NA,NA,none
ALN 136x,2016-11-01,"2,3,4-trichlorophenol",27582,1.1411775306048226e-11,NA,NA,none
HOV 122z,2016-11-01,"1,4-dichloro-2-(4-chlorophenyl)benzene",27960,9.16504854368932e-13,3.0550161812297733e-12,9.16504854368932e-13,left
ALN 138x,2016-11-01,"1,4-dichloro-2-(4-chlorophenyl)benzene",27960,9.16504854368932e-13,3.0550161812297733e-12,9.16504854368932e-13,left
ALN 125x,2016-11-01,"1,4-dichloro-2-(4-chlorophenyl)benzene",27960,9.16504854368932e-13,3.0550161812297733e-12,9.16504854368932e-13,left
ALN 136x,2016-11-01,"1,4-dichloro-2-(4-chlorophenyl)benzene",27960,9.16504854368932e-13,3.0550161812297733e-12,9.16504854368932e-13,left
HOV 122z,2016-11-01,tris(2-methylpropyl) phosphate,31355,3.1748806564816293e-10,NA,NA,none
ALN 138x,2016-11-01,tris(2-methylpropyl) phosphate,31355,5.5620891211583916e-11,NA,NA,none
ALN 125x,2016-11-01,tris(2-methylpropyl) phosphate,31355,6.277459998679396e-11,NA,NA,none
ALN 136x,2016-11-01,tris(2-methylpropyl) phosphate,31355,2.768532712954779e-9,NA,NA,none
HOV 122z,2016-11-01,tributyl phosphate,31357,9.437383735128345e-11,NA,NA,none
ALN 138x,2016-11-01,tributyl phosphate,31357,1.9939365793236105e-11,NA,NA,none
ALN 125x,2016-11-01,tributyl phosphate,31357,6.040845304613635e-11,NA,NA,none
ALN 136x,2016-11-01,tributyl phosphate,31357,7.242233268392752e-10,NA,NA,none
HOV 122z,2016-11-01,"1,2,4-trichloro-5-(3,4-dichlorophenyl)benzene",35823,6.770833333333334e-13,NA,NA,none
ALN 138x,2016-11-01,"1,2,4-trichloro-5-(3,4-dichlorophenyl)benzene",35823,4.25857843137255e-13,1.41952614379085e-12,4.25857843137255e-13,left
ALN 125x,2016-11-01,"1,2,4-trichloro-5-(3,4-dichlorophenyl)benzene",35823,4.748774509803922e-13,NA,NA,none
ALN 136x,2016-11-01,"1,2,4-trichloro-5-(3,4-dichlorophenyl)benzene",35823,7.506127450980392e-13,NA,NA,none
HOV 122z,2016-11-01,"1,2,4-tribromo-5-(2,4-dibromophenoxy)benzene",36159,3.8427483619621033e-13,1.2809161206540346e-12,3.8427483619621033e-13,left
ALN 138x,2016-11-01,"1,2,4-tribromo-5-(2,4-dibromophenoxy)benzene",36159,3.8427483619621033e-13,1.2809161206540346e-12,3.8427483619621033e-13,left
ALN 125x,2016-11-01,"1,2,4-tribromo-5-(2,4-dibromophenoxy)benzene",36159,3.8427483619621033e-13,1.2809161206540346e-12,3.8427483619621033e-13,left
ALN 136x,2016-11-01,"1,2,4-tribromo-5-(2,4-dibromophenoxy)benzene",36159,3.8427483619621033e-13,1.2809161206540346e-12,3.8427483619621033e-13,left
HOV 122z,2016-11-01,"1,2-dichloro-4-(2,4-dichlorophenyl)benzene",36185,6.678082191780822e-13,2.226027397260274e-12,6.678082191780822e-13,left
ALN 138x,2016-11-01,"1,2-dichloro-4-(2,4-dichlorophenyl)benzene",36185,6.678082191780822e-13,2.226027397260274e-12,6.678082191780822e-13,left
ALN 125x,2016-11-01,"1,2-dichloro-4-(2,4-dichlorophenyl)benzene",36185,6.678082191780822e-13,2.226027397260274e-12,6.678082191780822e-13,left
ALN 136x,2016-11-01,"1,2-dichloro-4-(2,4-dichlorophenyl)benzene",36185,8.835616438356164e-13,NA,NA,none
HOV 122z,2016-11-01,"1,2,3-trichloro-4-(3,4-dichlorophenyl)benzene",36188,1.8995098039215688e-13,6.331699346405229e-13,1.8995098039215688e-13,left
ALN 138x,2016-11-01,"1,2,3-trichloro-4-(3,4-dichlorophenyl)benzene",36188,1.8995098039215688e-13,6.331699346405229e-13,1.8995098039215688e-13,left
ALN 125x,2016-11-01,"1,2,3-trichloro-4-(3,4-dichlorophenyl)benzene",36188,1.8995098039215688e-13,6.331699346405229e-13,1.8995098039215688e-13,left
ALN 136x,2016-11-01,"1,2,3-trichloro-4-(3,4-dichlorophenyl)benzene",36188,1.8995098039215688e-13,6.331699346405229e-13,1.8995098039215688e-13,left
HOV 122z,2016-11-01,"1,2,4-trichloro-5-(4-chlorophenyl)benzene",36218,3.767123287671233e-13,NA,NA,none
ALN 138x,2016-11-01,"1,2,4-trichloro-5-(4-chlorophenyl)benzene",36218,3.561643835616438e-13,1.187214611872146e-12,3.561643835616438e-13,left
ALN 125x,2016-11-01,"1,2,4-trichloro-5-(4-chlorophenyl)benzene",36218,3.561643835616438e-13,1.187214611872146e-12,3.561643835616438e-13,left
ALN 136x,2016-11-01,"1,2,4-trichloro-5-(4-chlorophenyl)benzene",36218,5.445205479452055e-13,NA,NA,none
HOV 122z,2016-11-01,"1,2,4-trichloro-5-(2,4,5-trichlorophenyl)benzene",37034,5.236907730673317e-13,1.745635910224439e-12,5.236907730673317e-13,left
ALN 138x,2016-11-01,"1,2,4-trichloro-5-(2,4,5-trichlorophenyl)benzene",37034,5.236907730673317e-13,1.745635910224439e-12,5.236907730673317e-13,left
ALN 125x,2016-11-01,"1,2,4-trichloro-5-(2,4,5-trichlorophenyl)benzene",37034,5.236907730673317e-13,1.745635910224439e-12,5.236907730673317e-13,left
ALN 136x,2016-11-01,"1,2,4-trichloro-5-(2,4,5-trichlorophenyl)benzene",37034,5.236907730673317e-13,1.745635910224439e-12,5.236907730673317e-13,left
HOV 122z,2016-11-01,"1,2,3-trichloro-4-(2,4,5-trichlorophenyl)benzene",37035,3.43585480742588e-13,1.1452849358086266e-12,3.43585480742588e-13,left
ALN 138x,2016-11-01,"1,2,3-trichloro-4-(2,4,5-trichlorophenyl)benzene",37035,3.43585480742588e-13,1.1452849358086266e-12,3.43585480742588e-13,left
ALN 125x,2016-11-01,"1,2,3-trichloro-4-(2,4,5-trichlorophenyl)benzene",37035,3.43585480742588e-13,1.1452849358086266e-12,3.43585480742588e-13,left
ALN 136x,2016-11-01,"1,2,3-trichloro-4-(2,4,5-trichlorophenyl)benzene",37035,3.43585480742588e-13,1.1452849358086266e-12,3.43585480742588e-13,left
HOV 122z,2016-11-01,"1,2,3,4-tetrachloro-5-(2,4,5-trichlorophenyl)benzene",37036,4.174045029091829e-13,1.3913483430306097e-12,4.174045029091829e-13,left
ALN 138x,2016-11-01,"1,2,3,4-tetrachloro-5-(2,4,5-trichlorophenyl)benzene",37036,4.174045029091829e-13,1.3913483430306097e-12,4.174045029091829e-13,left
ALN 125x,2016-11-01,"1,2,3,4-tetrachloro-5-(2,4,5-trichlorophenyl)benzene",37036,4.174045029091829e-13,1.3913483430306097e-12,4.174045029091829e-13,left
ALN 136x,2016-11-01,"1,2,3,4-tetrachloro-5-(2,4,5-trichlorophenyl)benzene",37036,4.174045029091829e-13,1.3913483430306097e-12,4.174045029091829e-13,left
HOV 122z,2016-11-01,"1,2,3,4-tetrachloro-5-(2,3,4-trichlorophenyl)benzene",37037,1.0624841892233747e-13,3.5416139640779156e-13,1.0624841892233747e-13,left
ALN 138x,2016-11-01,"1,2,3,4-tetrachloro-5-(2,3,4-trichlorophenyl)benzene",37037,1.0624841892233747e-13,3.5416139640779156e-13,1.0624841892233747e-13,left
ALN 125x,2016-11-01,"1,2,3,4-tetrachloro-5-(2,3,4-trichlorophenyl)benzene",37037,1.0624841892233747e-13,3.5416139640779156e-13,1.0624841892233747e-13,left
ALN 136x,2016-11-01,"1,2,3,4-tetrachloro-5-(2,3,4-trichlorophenyl)benzene",37037,1.0624841892233747e-13,3.5416139640779156e-13,1.0624841892233747e-13,left
HOV 122z,2016-11-01,"1,4-dichloro-2-(2,5-dichlorophenyl)benzene",37248,1.5924657534246577e-12,5.308219178082192e-12,1.5924657534246577e-12,left
ALN 138x,2016-11-01,"1,4-dichloro-2-(2,5-dichlorophenyl)benzene",37248,1.5924657534246577e-12,5.308219178082192e-12,1.5924657534246577e-12,left
ALN 125x,2016-11-01,"1,4-dichloro-2-(2,5-dichlorophenyl)benzene",37248,1.5924657534246577e-12,5.308219178082192e-12,1.5924657534246577e-12,left
ALN 136x,2016-11-01,"1,4-dichloro-2-(2,5-dichlorophenyl)benzene",37248,1.5924657534246577e-12,5.308219178082192e-12,1.5924657534246577e-12,left
HOV 122z,2016-11-01,"1,2,3,4-tetrachloro-5-(2,3,4,5-tetrachlorophenyl)benzene",37251,1.0935318752908329e-13,3.645106250969443e-13,1.0935318752908329e-13,left
ALN 138x,2016-11-01,"1,2,3,4-tetrachloro-5-(2,3,4,5-tetrachlorophenyl)benzene",37251,1.0935318752908329e-13,3.645106250969443e-13,1.0935318752908329e-13,left
ALN 125x,2016-11-01,"1,2,3,4-tetrachloro-5-(2,3,4,5-tetrachlorophenyl)benzene",37251,1.0935318752908329e-13,3.645106250969443e-13,1.0935318752908329e-13,left
ALN 136x,2016-11-01,"1,2,3,4-tetrachloro-5-(2,3,4,5-tetrachlorophenyl)benzene",37251,1.0935318752908329e-13,3.645106250969443e-13,1.0935318752908329e-13,left
HOV 122z,2016-11-01,"1,4-dichloro-2-(2-chlorophenyl)benzene",37803,4.699029126213592e-13,1.5663430420711975e-12,4.699029126213592e-13,left
ALN 138x,2016-11-01,"1,4-dichloro-2-(2-chlorophenyl)benzene",37803,4.699029126213592e-13,1.5663430420711975e-12,4.699029126213592e-13,left
ALN 125x,2016-11-01,"1,4-dichloro-2-(2-chlorophenyl)benzene",37803,4.699029126213592e-13,1.5663430420711975e-12,4.699029126213592e-13,left
ALN 136x,2016-11-01,"1,4-dichloro-2-(2-chlorophenyl)benzene",37803,4.699029126213592e-13,1.5663430420711975e-12,4.699029126213592e-13,left
HOV 122z,2016-11-01,"1,2,4-trichloro-5-(2,5-dichlorophenyl)benzene",37807,1.6819852941176473e-12,NA,NA,none
ALN 138x,2016-11-01,"1,2,4-trichloro-5-(2,5-dichlorophenyl)benzene",37807,1.0263480392156865e-12,3.4211601307189547e-12,1.0263480392156865e-12,left
ALN 125x,2016-11-01,"1,2,4-trichloro-5-(2,5-dichlorophenyl)benzene",37807,1.0263480392156865e-12,3.4211601307189547e-12,1.0263480392156865e-12,left
ALN 136x,2016-11-01,"1,2,4-trichloro-5-(2,5-dichlorophenyl)benzene",37807,2.306985294117647e-12,NA,NA,none
HOV 122z,2016-11-01,"1,2,4-trichloro-5-(2,4-dichlorophenyl)benzene",38013,5.330882352941177e-13,NA,NA,none
ALN 138x,2016-11-01,"1,2,4-trichloro-5-(2,4-dichlorophenyl)benzene",38013,3.2475490196078434e-13,1.0825163398692812e-12,3.2475490196078434e-13,left
ALN 125x,2016-11-01,"1,2,4-trichloro-5-(2,4-dichlorophenyl)benzene",38013,3.2475490196078434e-13,1.0825163398692812e-12,3.2475490196078434e-13,left
ALN 136x,2016-11-01,"1,2,4-trichloro-5-(2,4-dichlorophenyl)benzene",38013,7.291666666666668e-13,NA,NA,none
HOV 122z,2016-11-01,"1,2,4-trichloro-3-(2,4,5-trichlorophenyl)benzene",38016,6.095871432529787e-13,2.0319571441765957e-12,6.095871432529787e-13,left
ALN 138x,2016-11-01,"1,2,4-trichloro-3-(2,4,5-trichlorophenyl)benzene",38016,6.095871432529787e-13,2.0319571441765957e-12,6.095871432529787e-13,left
ALN 125x,2016-11-01,"1,2,4-trichloro-3-(2,4,5-trichlorophenyl)benzene",38016,6.095871432529787e-13,2.0319571441765957e-12,6.095871432529787e-13,left
ALN 136x,2016-11-01,"1,2,4-trichloro-3-(2,4,5-trichlorophenyl)benzene",38016,6.095871432529787e-13,2.0319571441765957e-12,6.095871432529787e-13,left
HOV 122z,2016-11-01,"1,2,3-trichloro-4-(2,3,4-trichlorophenyl)benzene",38018,7.204211692989747e-14,2.4014038976632493e-13,7.204211692989747e-14,left
ALN 138x,2016-11-01,"1,2,3-trichloro-4-(2,3,4-trichlorophenyl)benzene",38018,7.204211692989747e-14,2.4014038976632493e-13,7.204211692989747e-14,left
ALN 125x,2016-11-01,"1,2,3-trichloro-4-(2,3,4-trichlorophenyl)benzene",38018,7.204211692989747e-14,2.4014038976632493e-13,7.204211692989747e-14,left
ALN 136x,2016-11-01,"1,2,3-trichloro-4-(2,3,4-trichlorophenyl)benzene",38018,7.204211692989747e-14,2.4014038976632493e-13,7.204211692989747e-14,left
HOV 122z,2016-11-01,"1,2,3,4-tetrachloro-5-(3,4-dichlorophenyl)benzene",38019,3.0479357162648934e-14,1.0159785720882979e-13,3.0479357162648934e-14,left
ALN 138x,2016-11-01,"1,2,3,4-tetrachloro-5-(3,4-dichlorophenyl)benzene",38019,3.0479357162648934e-14,1.0159785720882979e-13,3.0479357162648934e-14,left
ALN 125x,2016-11-01,"1,2,3,4-tetrachloro-5-(3,4-dichlorophenyl)benzene",38019,3.0479357162648934e-14,1.0159785720882979e-13,3.0479357162648934e-14,left
ALN 136x,2016-11-01,"1,2,3,4-tetrachloro-5-(3,4-dichlorophenyl)benzene",38019,3.0479357162648934e-14,1.0159785720882979e-13,3.0479357162648934e-14,left
HOV 122z,2016-11-01,"1,2-dichloro-4-(2-chlorophenyl)benzene",38036,5.359223300970875e-13,1.7864077669902916e-12,5.359223300970875e-13,left
ALN 138x,2016-11-01,"1,2-dichloro-4-(2-chlorophenyl)benzene",38036,5.359223300970875e-13,1.7864077669902916e-12,5.359223300970875e-13,left
ALN 125x,2016-11-01,"1,2-dichloro-4-(2-chlorophenyl)benzene",38036,5.359223300970875e-13,1.7864077669902916e-12,5.359223300970875e-13,left
ALN 136x,2016-11-01,"1,2-dichloro-4-(2-chlorophenyl)benzene",38036,5.359223300970875e-13,1.7864077669902916e-12,5.359223300970875e-13,left
HOV 122z,2016-11-01,"1,2-dichloro-4-(4-chlorophenyl)benzene",38039,4.737864077669903e-13,1.5792880258899677e-12,4.737864077669903e-13,left
ALN 138x,2016-11-01,"1,2-dichloro-4-(4-chlorophenyl)benzene",38039,4.737864077669903e-13,1.5792880258899677e-12,4.737864077669903e-13,left
ALN 125x,2016-11-01,"1,2-dichloro-4-(4-chlorophenyl)benzene",38039,4.737864077669903e-13,1.5792880258899677e-12,4.737864077669903e-13,left
ALN 136x,2016-11-01,"1,2-dichloro-4-(4-chlorophenyl)benzene",38039,4.737864077669903e-13,1.5792880258899677e-12,4.737864077669903e-13,left
HOV 122z,2016-11-01,"1,2,3,4-tetrachloro-5-(3,4,5-trichlorophenyl)benzene",38306,7.589172780166962e-15,2.5297242600556543e-14,7.589172780166962e-15,left
ALN 138x,2016-11-01,"1,2,3,4-tetrachloro-5-(3,4,5-trichlorophenyl)benzene",38306,7.589172780166962e-15,2.5297242600556543e-14,7.589172780166962e-15,left
ALN 125x,2016-11-01,"1,2,3,4-tetrachloro-5-(3,4,5-trichlorophenyl)benzene",38306,7.589172780166962e-15,2.5297242600556543e-14,7.589172780166962e-15,left
ALN 136x,2016-11-01,"1,2,3,4-tetrachloro-5-(3,4,5-trichlorophenyl)benzene",38306,7.589172780166962e-15,2.5297242600556543e-14,7.589172780166962e-15,left
HOV 122z,2016-11-01,"1,2,3,4,5-pentachloro-6-(2,3,4,5-tetrachlorophenyl)benzene",38411,3.2313657906074965e-14,1.077121930202499e-13,3.2313657906074965e-14,left
ALN 138x,2016-11-01,"1,2,3,4,5-pentachloro-6-(2,3,4,5-tetrachlorophenyl)benzene",38411,3.2313657906074965e-14,1.077121930202499e-13,3.2313657906074965e-14,left
ALN 125x,2016-11-01,"1,2,3,4,5-pentachloro-6-(2,3,4,5-tetrachlorophenyl)benzene",38411,3.2313657906074965e-14,1.077121930202499e-13,3.2313657906074965e-14,left
ALN 136x,2016-11-01,"1,2,3,4,5-pentachloro-6-(2,3,4,5-tetrachlorophenyl)benzene",38411,3.2313657906074965e-14,1.077121930202499e-13,3.2313657906074965e-14,left
HOV 122z,2016-11-01,"1,2,3,4-tetrachloro-5-(2,5-dichlorophenyl)benzene",40234,1.025214740925464e-13,3.4173824697515475e-13,1.025214740925464e-13,left
ALN 138x,2016-11-01,"1,2,3,4-tetrachloro-5-(2,5-dichlorophenyl)benzene",40234,1.025214740925464e-13,3.4173824697515475e-13,1.025214740925464e-13,left
ALN 125x,2016-11-01,"1,2,3,4-tetrachloro-5-(2,5-dichlorophenyl)benzene",40234,1.025214740925464e-13,3.4173824697515475e-13,1.025214740925464e-13,left
ALN 136x,2016-11-01,"1,2,3,4-tetrachloro-5-(2,5-dichlorophenyl)benzene",40234,1.025214740925464e-13,3.4173824697515475e-13,1.025214740925464e-13,left
HOV 122z,2016-11-01,"1,2,4,5-tetrachloro-3-(2,4,5-trichlorophenyl)benzene",40475,2.7068049582595494e-13,9.022683194198499e-13,2.7068049582595494e-13,left
ALN 138x,2016-11-01,"1,2,4,5-tetrachloro-3-(2,4,5-trichlorophenyl)benzene",40475,2.7068049582595494e-13,9.022683194198499e-13,2.7068049582595494e-13,left
ALN 125x,2016-11-01,"1,2,4,5-tetrachloro-3-(2,4,5-trichlorophenyl)benzene",40475,2.7068049582595494e-13,9.022683194198499e-13,2.7068049582595494e-13,left
ALN 136x,2016-11-01,"1,2,4,5-tetrachloro-3-(2,4,5-trichlorophenyl)benzene",40475,2.7068049582595494e-13,9.022683194198499e-13,2.7068049582595494e-13,left
HOV 122z,2016-11-01,"1,2,3,5-tetrachloro-4-(2,4,5-trichlorophenyl)benzene",40476,9.107007336200354e-14,3.0356691120667845e-13,9.107007336200354e-14,left
ALN 138x,2016-11-01,"1,2,3,5-tetrachloro-4-(2,4,5-trichlorophenyl)benzene",40476,9.107007336200354e-14,3.0356691120667845e-13,9.107007336200354e-14,left
ALN 125x,2016-11-01,"1,2,3,5-tetrachloro-4-(2,4,5-trichlorophenyl)benzene",40476,9.107007336200354e-14,3.0356691120667845e-13,9.107007336200354e-14,left
ALN 136x,2016-11-01,"1,2,3,5-tetrachloro-4-(2,4,5-trichlorophenyl)benzene",40476,9.107007336200354e-14,3.0356691120667845e-13,9.107007336200354e-14,left
HOV 122z,2016-11-01,"1,2,3-trichloro-5-(2,4,5-trichlorophenyl)benzene",40479,1.1083402604599613e-14,3.694467534866538e-14,1.1083402604599613e-14,left
ALN 138x,2016-11-01,"1,2,3-trichloro-5-(2,4,5-trichlorophenyl)benzene",40479,1.1083402604599613e-14,3.694467534866538e-14,1.1083402604599613e-14,left
ALN 125x,2016-11-01,"1,2,3-trichloro-5-(2,4,5-trichlorophenyl)benzene",40479,1.1083402604599613e-14,3.694467534866538e-14,1.1083402604599613e-14,left
ALN 136x,2016-11-01,"1,2,3-trichloro-5-(2,4,5-trichlorophenyl)benzene",40479,1.1083402604599613e-14,3.694467534866538e-14,1.1083402604599613e-14,left
HOV 122z,2016-11-01,"1,2,3,4,5-pentabromo-6-(2,3,4,5-tetrabromophenoxy)benzene",45472,1.419970464614336e-13,4.733234882047787e-13,1.419970464614336e-13,left
ALN 138x,2016-11-01,"1,2,3,4,5-pentabromo-6-(2,3,4,5-tetrabromophenoxy)benzene",45472,1.419970464614336e-13,4.733234882047787e-13,1.419970464614336e-13,left
ALN 125x,2016-11-01,"1,2,3,4,5-pentabromo-6-(2,3,4,5-tetrabromophenoxy)benzene",45472,1.419970464614336e-13,4.733234882047787e-13,1.419970464614336e-13,left
ALN 136x,2016-11-01,"1,2,3,4,5-pentabromo-6-(2,3,4,5-tetrabromophenoxy)benzene",45472,1.419970464614336e-13,4.733234882047787e-13,1.419970464614336e-13,left
HOV 122z,2016-11-01,"1,2,3-trichloro-5-(2,4-dichlorophenyl)benzene",47650,1.838235294117647e-14,6.127450980392158e-14,1.838235294117647e-14,left
ALN 138x,2016-11-01,"1,2,3-trichloro-5-(2,4-dichlorophenyl)benzene",47650,1.838235294117647e-14,6.127450980392158e-14,1.838235294117647e-14,left
ALN 125x,2016-11-01,"1,2,3-trichloro-5-(2,4-dichlorophenyl)benzene",47650,1.838235294117647e-14,6.127450980392158e-14,1.838235294117647e-14,left
ALN 136x,2016-11-01,"1,2,3-trichloro-5-(2,4-dichlorophenyl)benzene",47650,1.838235294117647e-14,6.127450980392158e-14,1.838235294117647e-14,left
HOV 122z,2016-11-01,"1,2,3-trichloro-4-(3,4,5-trichlorophenyl)benzene",50891,1.1083402604599613e-14,3.694467534866538e-14,1.1083402604599613e-14,left
ALN 138x,2016-11-01,"1,2,3-trichloro-4-(3,4,5-trichlorophenyl)benzene",50891,1.1083402604599613e-14,3.694467534866538e-14,1.1083402604599613e-14,left
ALN 125x,2016-11-01,"1,2,3-trichloro-4-(3,4,5-trichlorophenyl)benzene",50891,1.1083402604599613e-14,3.694467534866538e-14,1.1083402604599613e-14,left
ALN 136x,2016-11-01,"1,2,3-trichloro-4-(3,4,5-trichlorophenyl)benzene",50891,1.1083402604599613e-14,3.694467534866538e-14,1.1083402604599613e-14,left
HOV 122z,2016-11-01,"1,2,3,4-tetrachloro-5-(4-chlorophenyl)benzene",53036,1.5318627450980394e-14,5.106209150326798e-14,1.5318627450980394e-14,left
ALN 138x,2016-11-01,"1,2,3,4-tetrachloro-5-(4-chlorophenyl)benzene",53036,1.5318627450980394e-14,5.106209150326798e-14,1.5318627450980394e-14,left
ALN 125x,2016-11-01,"1,2,3,4-tetrachloro-5-(4-chlorophenyl)benzene",53036,1.5318627450980394e-14,5.106209150326798e-14,1.5318627450980394e-14,left
ALN 136x,2016-11-01,"1,2,3,4-tetrachloro-5-(4-chlorophenyl)benzene",53036,1.5318627450980394e-14,5.106209150326798e-14,1.5318627450980394e-14,left
HOV 122z,2016-11-01,4-[2-(4-hydroxyphenyl)butan-2-yl]phenol,66166,7.428500680945896e-12,2.4761668936486317e-11,7.428500680945896e-12,left
ALN 138x,2016-11-01,4-[2-(4-hydroxyphenyl)butan-2-yl]phenol,66166,7.428500680945896e-12,2.4761668936486317e-11,7.428500680945896e-12,left
ALN 125x,2016-11-01,4-[2-(4-hydroxyphenyl)butan-2-yl]phenol,66166,7.428500680945896e-12,2.4761668936486317e-11,7.428500680945896e-12,left
ALN 136x,2016-11-01,4-[2-(4-hydroxyphenyl)butan-2-yl]phenol,66166,7.428500680945896e-12,2.4761668936486317e-11,7.428500680945896e-12,left
HOV 122z,2016-11-01,"2,2,3,3,4,4,5,5,6,6,6-undecafluorohexanoic acid",67542,1.4265244387836333e-11,5.307010560951016e-12,1.592103168285305e-12,none
ALN 138x,2016-11-01,"2,2,3,3,4,4,5,5,6,6,6-undecafluorohexanoic acid",67542,1.6016557872950167e-11,5.307010560951016e-12,1.592103168285305e-12,none
ALN 125x,2016-11-01,"2,2,3,3,4,4,5,5,6,6,6-undecafluorohexanoic acid",67542,2.3308390383696864e-11,5.307010560951016e-12,1.592103168285305e-12,none
ALN 136x,2016-11-01,"2,2,3,3,4,4,5,5,6,6,6-undecafluorohexanoic acid",67542,1.5379716605636044e-11,5.307010560951016e-12,1.592103168285305e-12,none
HOV 122z,2016-11-01,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-tricosafluorododecanoic acid",67545,6.513597134017261e-13,2.1711990446724206e-12,6.513597134017261e-13,left
ALN 138x,2016-11-01,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-tricosafluorododecanoic acid",67545,6.513597134017261e-13,2.1711990446724206e-12,6.513597134017261e-13,left
